type_of_property,price,building_condition,facade_number,living_area,equipped_kitchen,terrace,garden,subtype_ecoded,km_to_capital
1,443800.0,2,3.0,156,0,1,0,8,26.94
1,449000.0,2,4.0,177,1,30,1400,8,27.05
1,449000.0,2,4.0,177,1,30,1400,8,1097.14
1,449000.0,2,4.0,177,1,30,1400,8,1099.6
1,450000.0,2,2.0,105,1,8,40,8,6.38
1,450000.0,2,2.0,320,1,0,0,8,1086.52
1,452000.0,2,3.0,228,0,1,0,8,24.78
1,470000.0,2,3.0,186,0,0,0,8,26.27
1,495000.0,2,3.0,165,0,0,0,8,17.1
1,499000.0,2,4.0,150,0,20,266,8,26.91
1,519000.0,2,4.0,240,0,0,0,8,1078.72
1,525000.0,1,4.0,252,0,0,0,10,18.77
1,549000.0,2,4.0,178,1,21,288,8,16.04
1,599000.0,2,4.0,295,1,20,2200,17,1094.47
1,625000.0,2,4.0,326,1,1,0,14,24.92
1,625000.0,1,3.0,656,1,0,0,8,1.61
1,650000.0,2,3.0,274,1,0,0,13,22.27
1,655000.0,1,4.0,425,0,0,1500,8,35.93
1,672000.0,2,4.0,330,1,0,0,8,24.36
1,679000.0,2,4.0,127,1,0,0,8,9.77
1,690000.0,2,4.0,240,2,1,0,8,37.13
1,695000.0,2,4.0,261,0,0,0,17,7.37
1,699000.0,2,4.0,200,2,1,1,17,41.94
1,745000.0,2,4.0,200,0,1,0,17,33.32
1,795000.0,2,4.0,320,2,40,1100,8,11.17
1,795000.0,2,3.0,148,0,0,0,8,17.1
1,929000.0,2,3.0,445,0,0,0,8,24.02
1,995000.0,2,4.0,370,0,0,0,17,14.97
1,995000.0,2,4.0,302,1,0,1612,17,6.99
1,1370000.0,2,4.0,420,2,18,70,18,1.07
1,1595000.0,2,3.0,188,0,1,0,8,17.1
1,1650000.0,2,4.0,850,1,1,0,8,81.66
1,1650000.0,2,2.0,452,2,30,25,18,1.42
1,1975000.0,2,2.0,473,2,16,215,8,5.29
1,1980000.0,2,4.0,297,0,0,0,17,17.1
1,1995000.0,2,4.0,623,2,1,0,18,18.43
1,1995000.0,2,4.0,623,2,1,0,18,18.43
1,2350000.0,2,4.0,263,0,0,0,17,17.1
1,2465000.0,2,4.0,333,2,1,570,17,17.1
1,3950000.0,2,4.0,392,0,1,0,17,17.1
1,3950000.0,2,4.0,392,0,1,0,17,17.1
1,4195000.0,1,3.0,395,0,0,0,8,17.1
1,5695000.0,2,4.0,289,0,0,0,17,17.1
1,6500000.0,2,3.0,368,2,1,0,17,17.1
1,499000.0,2,4.0,550,1,1,0,17,12.15
1,209000.0,2,2.0,124,2,30,50,5,2.98
1,275000.0,2,3.0,134,0,1,0,8,17.59
1,299000.0,1,2.0,315,0,0,0,8,29.89
1,360000.0,2,4.0,192,0,0,0,8,23.1
1,1150000.0,2,4.0,724,2,1,24790,20,1099.86
1,279000.0,2,3.0,110,1,20,80,8,23.31
1,312500.0,2,2.0,177,0,1,0,8,1.61
1,435000.0,2,3.0,175,2,24,300,8,37.23
1,475000.0,2,4.0,305,1,1,0,8,1118.05
1,549000.0,2,4.0,115,1,1,0,4,30.9
1,649000.0,2,3.0,251,2,1,0,8,9.67
1,245000.0,1,3.0,137,0,0,325,8,33.32
1,295000.0,1,4.0,177,2,27,1250,8,1089.86
1,99000.0,1,2.0,233,0,0,208,8,1104.09
1,140000.0,2,3.0,90,2,48,0,8,1107.4
1,175000.0,1,2.0,125,0,0,0,8,17.17
1,459000.0,2,3.0,173,2,1,70,8,1.85
1,525000.0,1,3.0,224,1,1,0,5,15.61
1,649000.0,1,4.0,252,0,1,2293,8,10.87
1,180000.0,1,4.0,219,0,1,0,8,1104.23
1,290000.0,1,3.0,335,0,1,0,8,44.26
1,1390000.0,2,4.0,435,2,180,3000,17,2.05
1,399000.0,2,3.0,128,0,1,0,8,29.66
1,160000.0,2,2.0,85,0,20,30,8,5.02
1,89000.0,1,2.0,115,0,1,0,8,1114.04
1,599000.0,2,4.0,245,0,1,0,8,10.87
1,179000.0,2,3.0,147,0,0,0,8,46.72
1,199000.0,2,2.0,120,1,0,0,8,25.49
1,428000.0,2,3.0,186,0,0,0,8,6.99
1,495000.0,1,3.0,156,1,0,0,8,1.42
1,1545000.0,2,2.0,237,2,1,0,8,17.1
1,319500.0,2,2.0,136,2,29,250,8,30.03
1,319985.0,2,4.0,165,1,0,0,8,38.11
1,319985.0,2,4.0,165,1,0,0,8,38.11
1,451300.0,2,4.0,128,0,1,42,8,1.61
1,511500.0,2,4.0,149,0,1,42,8,1.61
1,522500.0,2,4.0,150,0,1,32,8,1.61
1,528000.0,2,2.0,182,2,40,174,8,8.54
1,695000.0,2,4.0,380,1,88,160,8,36.43
1,135000.0,2,2.0,100,0,0,0,8,26.1
1,155000.0,2,3.0,90,2,0,0,8,1086.52
1,269000.0,2,2.0,162,0,0,0,8,21.36
1,295000.0,1,4.0,201,0,1,0,8,43.05
1,449000.0,2,3.0,279,2,1,0,8,35.36
1,469000.0,2,3.0,265,0,0,235,8,12.62
1,489000.0,2,3.0,139,1,0,0,8,2.08
1,515000.0,2,2.0,160,0,1,0,5,5.29
1,850000.0,1,4.0,220,0,1,1225,17,29.13
1,895000.0,2,2.0,290,1,3,160,8,5.29
1,145000.0,1,3.0,129,0,0,0,8,26.47
1,385000.0,2,3.0,153,1,20,0,8,46.07
1,439000.0,2,4.0,184,0,0,0,8,4.15
1,439000.0,2,4.0,214,0,0,0,8,4.15
1,649000.0,2,2.0,255,0,23,0,16,1.07
1,1850000.0,2,4.0,390,2,1,0,14,16.3
1,450000.0,1,4.0,160,1,1,0,8,3.83
1,895000.0,2,3.0,200,0,1,0,8,17.1
1,138000.0,1,3.0,98,0,0,0,8,1113.22
1,156000.0,2,3.0,118,0,0,0,8,29.99
1,275000.0,2,3.0,170,0,0,0,8,30.32
1,349000.0,2,4.0,180,1,46,955,8,4.05
1,369000.0,2,3.0,170,0,0,0,8,30.32
1,385000.0,2,4.0,140,0,1,0,8,14.43
1,1100000.0,2,3.0,261,2,1,400,8,15.48
1,550000.0,2,4.0,209,2,1,0,17,5.27
1,169000.0,1,3.0,128,2,1,0,8,33.17
1,199000.0,0,3.0,195,0,42,280,8,38.25
1,289000.0,2,4.0,207,0,16,2000,8,1118.02
1,299000.0,2,3.0,175,1,1,296,8,18.52
1,319000.0,2,3.0,150,0,25,300,8,25.02
1,320000.0,2,3.0,150,0,0,0,8,38.85
1,325000.0,2,2.0,288,1,0,0,8,32.96
1,425000.0,1,4.0,179,0,1,0,8,6.36
1,299900.0,2,2.0,129,0,9,735,8,61.09
1,314900.0,2,3.0,133,0,9,735,8,61.09
1,314900.0,2,3.0,133,0,9,735,8,61.09
1,319900.0,2,3.0,133,0,9,733,8,61.09
1,339000.0,2,3.0,165,1,1,0,8,21.36
1,424000.0,2,3.0,193,0,0,0,8,10.93
1,425000.0,2,4.0,200,2,1,371,17,21.84
1,479000.0,2,2.0,191,2,1,700,8,21.07
1,544000.0,2,3.0,188,2,22,400,8,22.97
1,2495000.0,2,4.0,312,2,1,0,8,17.1
1,1215000.0,2,3.0,232,1,0,0,8,11.72
1,315000.0,2,4.0,200,0,1,0,8,27.25
1,459000.0,2,3.0,181,0,80,530,8,14.52
1,109000.0,1,2.0,206,1,0,0,8,20.4
1,230000.0,2,2.0,128,2,1,0,8,13.8
1,495000.0,2,3.0,244,2,1,0,8,2.8
1,1195000.0,1,4.0,379,1,1,1799,17,15.48
1,3790000.0,1,4.0,750,2,125,0,18,4.59
1,315000.0,1,3.0,170,0,0,0,8,14.97
1,185000.0,2,2.0,104,0,1,62,8,13.39
1,795000.0,2,2.0,119,2,1,0,8,17.1
1,381000.0,2,3.0,197,2,0,1,8,23.1
1,59500.0,2,4.0,68,0,1,0,8,54.82
1,210000.0,1,2.0,185,0,0,30,8,19.35
1,500000.0,1,2.0,260,1,1,0,13,5.1
1,89000.0,1,3.0,80,2,0,0,8,3.53
1,109000.0,1,2.0,135,1,0,0,13,5.21
1,140000.0,1,4.0,164,1,1,0,8,27.16
1,145000.0,2,4.0,127,0,0,0,8,2.8
1,149000.0,1,3.0,74,0,1,0,8,44.26
1,159000.0,0,4.0,99,0,0,300,8,38.11
1,159000.0,2,2.0,100,0,0,0,8,32.96
1,169000.0,1,3.0,140,0,0,0,8,13.06
1,175000.0,2,2.0,85,0,15,36,8,2.97
1,175000.0,2,4.0,102,1,1,700,8,21.73
1,189000.0,1,3.0,115,0,1,0,8,25.51
1,197000.0,1,3.0,142,0,1,0,8,22.89
1,199000.0,1,2.0,124,0,1,0,8,32.62
1,220000.0,1,3.0,368,0,1,2420,8,1095.9
1,222000.0,1,2.0,133,0,1,84,5,1.42
1,225000.0,2,4.0,180,2,1,0,8,19.99
1,225000.0,2,2.0,127,1,45,0,8,1107.4
1,225000.0,1,3.0,317,1,1,0,8,30.57
1,225000.0,1,2.0,160,0,0,0,8,24.02
1,230000.0,1,4.0,164,0,0,0,8,31.74
1,235000.0,2,1.0,84,2,4,1,8,21.36
1,245000.0,2,2.0,130,2,1,0,8,38.85
1,245000.0,2,4.0,170,0,0,0,8,6.64
1,249000.0,2,3.0,188,2,1,0,8,43.59
1,249000.0,1,2.0,102,0,20,0,8,4.47
1,249500.0,2,3.0,125,0,8,0,8,31.56
1,250000.0,1,4.0,600,0,1,850,8,69.67
1,250000.0,1,3.0,189,0,0,0,8,14.43
1,262000.0,0,4.0,133,0,1,0,8,1089.15
1,265000.0,2,2.0,146,1,26,201,13,20.42
1,269000.0,2,4.0,131,0,1,0,8,27.25
1,269000.0,1,4.0,178,0,0,0,8,13.25
1,275000.0,1,4.0,95,0,1,0,4,11.85
1,275000.0,2,4.0,149,0,1,0,8,17.59
1,280000.0,1,2.0,271,0,1,0,8,24.02
1,285000.0,1,3.0,142,0,1,200,8,31.91
1,299000.0,2,4.0,135,0,10,0,8,1.07
1,299000.0,1,2.0,794,1,130,660,16,20.4
1,299000.0,1,3.0,390,0,1,0,8,87.14
1,299000.0,2,2.0,202,2,1,335,8,38.89
1,299000.0,2,4.0,140,0,0,0,8,27.25
1,299000.0,2,3.0,182,0,0,0,8,16.4
1,299000.0,2,4.0,178,0,0,0,8,28.49
1,300000.0,2,4.0,179,2,0,0,8,37.88
1,300000.0,1,4.0,145,0,0,0,8,24.02
1,315000.0,1,4.0,185,1,1,2022,8,1078.11
1,348000.0,1,2.0,118,1,15,125,8,16.49
1,365000.0,2,2.0,190,1,1,0,8,22.89
1,370000.0,1,4.0,194,2,1,0,8,12.48
1,370000.0,2,4.0,144,2,1,0,8,14.48
1,375000.0,2,3.0,223,0,1,0,8,13.8
1,390000.0,1,4.0,108,0,0,800,8,13.72
1,395000.0,1,4.0,208,0,1,0,8,44.95
1,395000.0,2,3.0,458,2,20,272,8,32.96
1,395000.0,2,4.0,204,0,1,0,8,19.45
1,399000.0,2,4.0,175,0,0,0,8,1.42
1,399000.0,1,4.0,167,0,0,0,8,6.22
1,399000.0,2,3.0,236,1,1,0,8,32.62
1,410000.0,2,3.0,203,2,0,0,8,19.77
1,420000.0,2,2.0,144,0,8,0,8,1.42
1,425000.0,2,4.0,154,1,40,300,17,1081.92
1,439000.0,2,3.0,234,1,1,0,8,27.3
1,449000.0,1,4.0,312,0,1,0,8,32.62
1,450000.0,1,4.0,231,2,1,600,17,15.48
1,450000.0,2,3.0,226,2,1,0,8,28.25
1,475000.0,2,4.0,111,0,15,0,17,46.96
1,479000.0,2,4.0,182,0,65,885,8,8.26
1,495000.0,2,2.0,240,0,1,0,8,7.13
1,499000.0,2,4.0,400,1,1,1170,17,1098.76
1,519000.0,2,4.0,195,0,0,0,8,17.91
1,590000.0,2,2.0,325,0,1,0,8,31.91
1,590000.0,2,4.0,268,0,0,0,8,14.43
1,595000.0,2,4.0,283,2,1,600,17,16.49
1,599000.0,2,4.0,160,0,23,0,8,33.99
1,625000.0,2,4.0,200,2,1,0,8,31.56
1,630000.0,2,3.0,940,0,32,2820,8,1099.86
1,645000.0,1,4.0,313,0,0,0,17,2.8
1,649000.0,2,3.0,175,2,16,500,8,30.32
1,665000.0,2,2.0,420,0,1,0,8,38.85
1,675000.0,1,2.0,365,0,17,0,8,0.41
1,675000.0,2,4.0,210,2,45,350,4,16.49
1,750000.0,2,4.0,276,0,1,0,17,27.25
1,765000.0,2,4.0,285,1,1,0,17,42.59
1,775000.0,2,4.0,302,0,1,0,8,42.66
1,795000.0,2,4.0,300,2,40,1900,8,6.37
1,895000.0,2,4.0,250,1,1,0,8,30.9
1,899000.0,2,4.0,282,0,1,0,17,14.43
1,999000.0,1,4.0,240,2,30,14000,8,20.42
1,1140000.0,2,4.0,470,0,1,0,17,10.93
1,1245000.0,2,4.0,427,2,60,1500,8,14.89
1,1250000.0,2,4.0,400,0,1,0,8,22.89
1,1295000.0,2,4.0,188,0,0,0,17,17.1
1,1450000.0,2,4.0,447,0,1,0,17,6.36
1,1800000.0,1,4.0,315,2,1,0,8,11.17
1,2100000.0,2,4.0,623,2,1,1,17,12.56
1,235000.0,2,2.0,44,1,1,0,8,1.61
1,349000.0,2,3.0,198,0,1,708,8,6.23
1,420000.0,2,2.0,135,1,30,0,8,4.88
1,995000.0,2,4.0,295,2,1,3175,8,11.17
1,995000.0,2,4.0,295,2,1,3175,8,15.48
1,319000.0,2,4.0,228,0,1,120,8,27.57
1,399000.0,2,4.0,149,2,15,370,8,13.06
1,595000.0,2,2.0,258,2,1,0,16,6.62
1,80000.0,1,4.0,68,2,0,270,8,18.11
1,85000.0,1,2.0,75,2,12,0,8,50.66
1,95000.0,1,2.0,86,0,1,0,8,1116.19
1,99000.0,1,2.0,88,2,60,240,8,1113.24
1,99000.0,1,2.0,82,0,0,0,8,1104.05
1,99000.0,1,3.0,138,1,28,0,8,32.96
1,115000.0,1,1.0,210,0,0,0,8,28.12
1,119000.0,1,3.0,91,2,13,0,8,67.04
1,119000.0,1,3.0,122,2,15,85,8,1107.14
1,135000.0,2,4.0,55,0,1,0,8,22.97
1,140000.0,1,3.0,186,0,0,90,8,1110.04
1,149000.0,1,2.0,95,2,0,0,8,8.45
1,149900.0,1,4.0,130,1,1,0,8,81.91
1,155000.0,1,2.0,145,0,0,0,8,1088.54
1,165000.0,2,2.0,66,2,0,0,8,5.84
1,165000.0,2,3.0,106,2,0,0,8,1104.05
1,169000.0,1,2.0,112,2,1,140,5,5.02
1,189000.0,2,3.0,90,1,1,0,8,46.0
1,190000.0,1,3.0,117,1,25,800,8,1110.65
1,199000.0,2,2.0,115,1,0,20,8,1111.04
1,199000.0,2,3.0,120,2,0,0,8,67.03
1,219000.0,1,3.0,391,2,0,0,8,28.69
1,219000.0,1,3.0,179,0,0,0,8,49.08
1,220000.0,2,2.0,238,0,0,0,8,43.66
1,229000.0,2,2.0,109,2,0,40,8,8.45
1,239000.0,1,4.0,153,2,0,0,8,24.11
1,245000.0,2,2.0,161,1,0,57,8,13.72
1,249000.0,2,3.0,155,1,12,0,8,18.74
1,249000.0,1,3.0,169,1,15,280,8,18.74
1,249000.0,2,3.0,130,1,16,0,8,18.82
1,250000.0,1,4.0,127,1,0,0,8,36.69
1,257000.0,1,2.0,174,1,1,0,8,19.35
1,264000.0,2,2.0,52,2,1,0,8,1.61
1,265000.0,2,3.0,170,0,1,0,8,32.96
1,269900.0,1,3.0,167,0,0,0,8,13.8
1,270000.0,2,3.0,136,2,0,0,8,1101.25
1,274000.0,2,3.0,284,1,1,1653,8,38.11
1,275000.0,1,3.0,150,0,0,0,8,22.27
1,279000.0,1,2.0,115,2,18,65,8,6.62
1,280000.0,2,4.0,190,1,0,0,8,1104.23
1,286000.0,2,3.0,185,0,0,521,8,1086.27
1,289000.0,1,3.0,345,1,0,0,8,30.56
1,295000.0,1,4.0,147,1,1,412,17,17.95
1,295000.0,1,6.0,171,0,9,360,4,6.83
1,295000.0,1,4.0,311,1,0,0,8,27.1
1,295000.0,2,2.0,183,0,1,0,8,18.52
1,299000.0,1,4.0,224,0,0,0,8,53.28
1,299000.0,2,4.0,160,1,1,1800,8,63.92
1,300000.0,1,4.0,221,0,0,0,8,45.16
1,300000.0,0,2.0,233,0,0,0,13,22.27
1,315000.0,2,4.0,128,1,70,600,17,1111.17
1,317000.0,2,2.0,420,1,0,45,16,34.81
1,320000.0,1,2.0,510,0,0,0,8,31.28
1,320000.0,2,4.0,120,2,25,650,8,67.04
1,320000.0,2,3.0,73,0,0,0,8,1.42
1,320000.0,1,2.0,250,1,0,400,5,33.99
1,329000.0,2,2.0,162,2,54,180,8,17.59
1,334500.0,2,2.0,130,1,1,0,8,24.02
1,340000.0,1,3.0,233,1,10,280,8,19.28
1,349000.0,1,3.0,215,0,1,120,8,36.43
1,349000.0,2,2.0,211,1,15,0,16,18.15
1,349000.0,1,4.0,201,0,0,1650,8,21.73
1,349000.0,1,3.0,154,0,0,0,8,13.25
1,350000.0,2,3.0,144,2,0,0,8,31.96
1,352500.0,2,3.0,137,2,1,413,8,19.11
1,359500.0,1,2.0,128,0,11,0,8,1.07
1,360000.0,1,3.0,129,0,0,0,8,1.61
1,365000.0,2,2.0,140,1,45,0,8,18.15
1,367000.0,1,3.0,119,1,0,20,8,3.82
1,375000.0,1,2.0,189,1,0,0,13,27.05
1,385000.0,1,3.0,239,2,0,0,13,22.27
1,389000.0,2,2.0,197,1,45,0,8,21.36
1,389900.0,2,3.0,167,1,0,0,8,1078.71
1,395000.0,2,2.0,107,2,10,20,8,18.66
1,395000.0,2,4.0,100,1,0,0,8,24.36
1,395000.0,2,3.0,215,0,0,0,8,24.7
1,395000.0,2,3.0,300,1,20,28,18,13.96
1,415000.0,1,2.0,184,2,1,13,8,6.52
1,425000.0,2,3.0,328,0,20,500,8,18.52
1,427900.0,2,2.0,181,2,1,0,8,28.12
1,445000.0,2,4.0,364,2,440,791,8,13.8
1,449000.0,1,2.0,333,2,1,0,8,34.81
1,450000.0,1,2.0,184,1,10,0,8,1.61
1,455000.0,2,2.0,269,2,19,80,8,27.16
1,459000.0,2,3.0,152,2,0,0,8,25.37
1,462000.0,2,2.0,187,0,21,140,8,9.83
1,485000.0,2,4.0,140,2,30,390,17,36.43
1,495000.0,1,2.0,275,0,20,0,8,2.57
1,499500.0,2,4.0,272,0,1,1000,17,34.81
1,530000.0,2,4.0,230,1,0,0,8,24.36
1,535000.0,2,2.0,147,1,0,0,13,5.29
1,549000.0,2,3.0,163,2,32,250,8,12.84
1,555000.0,1,4.0,200,2,1,450,17,3.32
1,560000.0,2,3.0,380,0,0,0,8,46.07
1,568000.0,2,3.0,211,0,0,0,8,10.93
1,580000.0,2,4.0,220,1,1,0,8,18.15
1,585000.0,2,3.0,350,0,0,0,8,18.15
1,590000.0,2,2.0,488,2,50,0,8,53.28
1,590000.0,2,3.0,153,0,0,0,8,10.87
1,590000.0,1,3.0,223,1,1,0,13,1.61
1,592000.0,2,3.0,288,2,25,100,8,20.95
1,595000.0,2,2.0,350,0,1,0,8,9.83
1,597000.0,2,3.0,210,1,50,250,8,18.77
1,610000.0,2,3.0,180,0,1,0,8,4.47
1,625000.0,2,3.0,255,2,0,0,8,15.77
1,650000.0,1,3.0,232,0,0,0,8,15.77
1,695000.0,2,4.0,182,1,50,500,8,29.13
1,695000.0,2,2.0,239,1,1,0,16,1.42
1,695000.0,2,3.0,136,0,0,0,8,17.1
1,979000.0,2,4.0,300,1,0,0,17,26.49
1,1190000.0,1,4.0,500,2,0,0,14,31.91
1,1195000.0,2,4.0,419,0,0,0,17,6.77
1,1250000.0,2,2.0,365,1,65,0,8,0.41
1,1250000.0,2,2.0,365,2,85,0,13,0.41
1,1295000.0,2,4.0,420,2,0,0,17,10.87
1,1575000.0,2,3.0,262,2,1,316,17,17.1
1,1650000.0,2,2.0,403,2,1,0,18,1.07
1,1690000.0,2,4.0,291,0,1,0,17,17.1
1,1775000.0,2,4.0,594,0,32,0,18,0.71
1,1880000.0,2,4.0,400,2,1,0,17,5.29
1,1975000.0,2,4.0,263,2,1,0,17,17.1
1,1995000.0,2,4.0,395,0,1,0,8,7.37
1,2250000.0,2,2.0,660,1,1,0,13,5.95
1,2250000.0,2,4.0,340,0,0,0,17,23.19
1,2975000.0,2,4.0,438,0,0,0,17,17.1
1,3695000.0,2,3.0,222,2,1,515,17,17.1
1,3700000.0,2,4.0,396,0,0,0,17,17.1
1,4650000.0,2,4.0,479,2,1,0,17,17.1
1,6495000.0,2,4.0,535,2,0,1106,17,17.1
1,8900000.0,2,4.0,893,2,1,1215,18,17.1
1,299000.0,2,4.0,130,0,0,0,8,30.04
1,409000.0,2,3.0,138,0,1,0,8,18.15
1,485000.0,2,4.0,191,0,1,0,8,37.23
1,565000.0,2,3.0,162,0,0,0,8,3.3
1,159000.0,1,3.0,118,2,60,0,8,67.04
1,165000.0,2,3.0,52,1,1,0,13,38.53
1,280000.0,2,2.0,200,1,8,0,8,17.28
1,298000.0,2,3.0,218,1,0,0,8,33.83
1,460000.0,2,4.0,181,0,0,0,8,14.43
1,590000.0,1,4.0,140,2,1,270,17,15.61
1,1050000.0,2,2.0,180,2,25,100,8,5.29
1,2500000.0,2,4.0,720,2,50,1800,17,20.27
1,399000.0,2,3.0,170,2,1,0,8,21.07
1,439000.0,2,4.0,356,0,11,166,8,21.36
1,675000.0,2,4.0,277,0,1,0,8,16.25
1,1690000.0,2,4.0,355,2,20,4700,8,11.17
1,1850000.0,2,4.0,400,2,120,3500,17,11.17
1,223087.0,2,3.0,120,0,20,300,8,21.73
1,375000.0,2,4.0,194,2,88,0,8,22.88
1,439000.0,2,3.0,155,2,30,200,4,41.12
1,885000.0,2,4.0,450,2,1,0,17,1108.77
1,395000.0,2,4.0,194,2,1,0,8,14.48
1,400000.0,2,3.0,600,0,0,0,8,31.56
1,445000.0,1,2.0,157,0,0,0,8,21.69
1,669000.0,2,4.0,270,0,1,0,14,21.69
1,4850000.0,2,4.0,100,2,200,3000,17,5.1
1,300600.0,2,3.0,139,0,0,313,8,47.93
1,220000.0,1,4.0,178,0,0,250,8,29.75
1,340000.0,2,2.0,170,1,18,133,8,5.56
1,349000.0,2,3.0,133,1,0,0,8,1.61
1,449000.0,2,3.0,203,2,1,0,8,32.62
1,1975000.0,2,3.0,476,1,65,225,17,5.29
1,180000.0,2,3.0,155,1,1,0,8,2.98
1,895000.0,2,4.0,339,2,0,1,17,9.86
1,369000.0,2,3.0,200,2,20,150,8,1123.67
1,457000.0,2,2.0,246,0,16,0,8,47.06
1,269000.0,2,2.0,44,2,1,0,8,1.61
1,489000.0,2,3.0,130,2,1,268,8,9.77
1,269000.0,2,2.0,160,0,0,78,8,11.24
1,329000.0,2,4.0,198,0,15,643,8,19.11
1,399000.0,2,2.0,177,0,1,0,8,0.31
1,435000.0,2,2.0,184,0,1,0,8,0.31
1,442900.0,2,3.0,189,0,1,0,8,26.94
1,559000.0,2,3.0,201,1,0,717,8,9.64
1,309975.0,2,4.0,150,1,0,0,8,38.11
1,389000.0,2,2.0,158,1,0,0,8,1.85
1,549000.0,2,3.0,150,1,1,820,8,21.55
1,180000.0,2,2.0,136,1,1,0,8,19.99
1,205000.0,2,2.0,113,0,1,0,8,13.8
1,229000.0,1,4.0,215,2,0,200,8,27.36
1,325000.0,1,2.0,148,2,30,0,8,1.61
1,369000.0,1,4.0,263,0,0,0,8,13.25
1,990000.0,2,4.0,310,2,60,1800,17,11.17
1,169500.0,1,2.0,143,0,15,0,8,32.96
1,239000.0,2,2.0,370,1,23,0,13,75.41
1,349000.0,0,4.0,209,0,1,0,8,37.52
1,390000.0,2,2.0,180,1,1,0,8,6.6
1,80000.0,1,2.0,90,1,0,0,8,1102.99
1,342500.0,2,3.0,136,1,1,0,8,30.56
1,375000.0,2,4.0,108,1,20,516,8,31.97
1,395000.0,2,4.0,180,1,10,1200,8,42.14
1,450000.0,1,4.0,225,2,55,700,17,3.96
1,1795000.0,2,3.0,450,0,1,0,13,5.1
1,100000.0,1,2.0,137,0,1,0,8,1110.52
1,330000.0,0,4.0,500,0,1,0,8,69.67
1,247500.0,2,2.0,130,0,30,0,8,2.97
1,325000.0,2,3.0,140,0,20,682,8,21.84
1,403028.0,2,3.0,163,1,0,405,8,7.17
1,409650.0,2,3.0,204,2,15,0,8,12.0
1,468000.0,2,3.0,180,0,0,250,8,18.0
1,470000.0,2,3.0,186,0,0,0,8,26.27
1,479000.0,2,3.0,150,2,1,124,8,9.77
1,599000.0,2,4.0,253,0,1,1,17,37.15
1,2390000.0,2,4.0,368,2,30,0,8,16.5
1,285000.0,1,2.0,136,2,0,51,8,12.62
1,295000.0,2,4.0,101,1,31,483,8,16.47
1,396280.0,2,3.0,153,0,1,0,8,15.43
1,495000.0,2,2.0,309,1,1,447,16,19.28
1,195000.0,1,4.0,264,0,0,0,8,13.72
1,199500.0,1,4.0,240,2,1,500,8,30.03
1,329000.0,2,3.0,177,1,0,0,8,13.72
1,516000.0,2,3.0,140,0,1,0,8,53.28
1,599000.0,2,2.0,427,0,1,0,8,18.83
1,1490000.0,2,4.0,365,2,80,6300,17,11.17
1,300000.0,1,3.0,170,0,0,0,13,6.04
1,795000.0,2,4.0,328,2,1,0,8,14.97
1,225000.0,2,3.0,156,2,1,0,8,31.56
1,495000.0,2,3.0,218,2,1,0,8,13.95
1,699000.0,2,3.0,214,0,12,4,8,0.31
1,399000.0,2,3.0,225,0,1,0,8,1.42
1,450000.0,1,4.0,130,2,1,5075,8,32.96
1,224000.0,2,4.0,104,0,27,1187,4,19.99
1,449000.0,2,2.0,466,0,0,183,8,24.5
1,80000.0,1,2.0,158,0,0,0,8,1107.14
1,249000.0,2,4.0,90,0,1,0,8,1.42
1,59000.0,1,2.0,90,0,0,0,8,1107.16
1,90000.0,1,2.0,173,0,24,221,8,1107.33
1,99000.0,1,2.0,190,0,0,0,5,25.42
1,110000.0,1,2.0,161,2,0,0,8,1107.16
1,149000.0,1,2.0,159,0,0,0,8,30.56
1,185000.0,0,3.0,95,0,20,0,8,22.97
1,195000.0,2,3.0,171,0,27,701,8,1111.17
1,195000.0,1,4.0,206,0,55,4165,8,1100.63
1,199000.0,2,2.0,146,1,50,100,8,1110.52
1,215000.0,2,4.0,249,0,0,0,8,27.25
1,215000.0,2,4.0,162,0,0,0,8,19.11
1,225000.0,1,2.0,207,1,1,0,8,18.52
1,229000.0,2,2.0,130,0,1,0,8,22.89
1,235000.0,1,2.0,205,1,1,200,8,43.59
1,235000.0,2,3.0,145,0,1,90,8,46.72
1,235000.0,2,3.0,139,0,1,0,8,19.77
1,249000.0,2,3.0,150,0,1,0,8,40.46
1,255000.0,1,3.0,151,0,1,0,8,32.62
1,258000.0,2,3.0,155,0,12,50,8,22.99
1,259000.0,1,2.0,201,0,43,0,8,32.96
1,259000.0,1,2.0,201,0,43,0,8,32.96
1,260000.0,2,3.0,182,1,1,0,8,27.25
1,265000.0,1,4.0,145,0,0,0,8,16.4
1,269000.0,1,3.0,155,0,42,210,8,23.62
1,277000.0,2,4.0,159,0,1,0,8,20.95
1,299000.0,2,3.0,194,0,1,0,8,32.62
1,299000.0,2,4.0,113,0,1,0,4,34.81
1,325000.0,2,3.0,208,0,1,0,8,43.59
1,325000.0,2,3.0,135,2,1,698,8,28.09
1,330000.0,2,4.0,253,1,1,0,14,1108.77
1,349000.0,1,3.0,160,0,1,0,8,5.27
1,349000.0,1,4.0,130,0,1,0,8,32.62
1,352000.0,2,4.0,159,0,1,0,8,20.95
1,365000.0,1,2.0,199,2,0,0,8,39.16
1,365000.0,2,3.0,240,0,0,0,8,27.25
1,375000.0,2,3.0,179,0,0,0,8,18.52
1,380000.0,2,4.0,158,0,0,18,8,1.61
1,385000.0,2,3.0,227,2,1,0,8,31.91
1,390000.0,1,4.0,160,2,1,0,8,3.83
1,395000.0,2,4.0,153,0,1,0,8,18.82
